@_id,@_location,word/0/@_form,word/0/@_id,word/0/lemma/@_id,word/0/lemma/@_entry,word/0/lemma/@_POS,word/0/lemma/@_TreeTagger,word/0/lemma/@_disambiguated,word/0/lemma/analysis/@_morph,word/1/@_form,word/1/@_id,word/1/lemma/@_id,word/1/lemma/@_entry,word/1/lemma/@_POS,word/1/lemma/@_TreeTagger,word/1/lemma/@_disambiguated,word/1/lemma/analysis/@_morph,word/2/@_form,word/2/@_id,word/2/lemma/@_id,word/2/lemma/@_entry,word/2/lemma/@_POS,word/2/lemma/@_TreeTagger,word/2/lemma/@_disambiguated,word/2/lemma/analysis/@_morph,word/3/@_form,word/3/@_id,word/3/lemma/@_id,word/3/lemma/@_entry,word/3/lemma/@_POS,word/3/lemma/@_TreeTagger,word/3/lemma/@_disambiguated,word/3/lemma/analysis/@_morph,word/4/@_form,word/4/@_id,word/4/lemma/@_id,word/4/lemma/@_entry,word/4/lemma/@_POS,word/4/lemma/@_TreeTagger,word/4/lemma/@_disambiguated,word/4/lemma/analysis/@_morph,word/5/@_form,word/5/@_id,word/5/lemma/@_id,word/5/lemma/@_entry,word/5/lemma/@_POS,word/5/lemma/@_TreeTagger,word/5/lemma/@_disambiguated,word/5/lemma/analysis/0/@_morph,word/5/lemma/analysis/1/@_morph,word/6/@_form,word/6/@_id,word/6/lemma/@_id,word/6/lemma/@_entry,word/6/lemma/@_POS,word/6/lemma/@_TreeTagger,word/6/lemma/@_disambiguated,word/6/lemma/analysis/@_morph,word/7/@_form,word/7/@_id,word/7/lemma/@_id,word/7/lemma/@_entry,word/7/lemma/@_POS,word/7/lemma/@_disambiguated,word/7/lemma/@_TreeTagger,word/7/lemma/analysis/@_morph,word/8/@_form,word/8/@_id,word/8/lemma/@_id,word/8/lemma/@_entry,word/8/lemma/@_POS,word/8/lemma/@_disambiguated,word/8/lemma/@_TreeTagger,word/8/lemma/analysis/@_morph,word/9/@_form,word/9/@_id,word/9/lemma/@_id,word/9/lemma/@_entry,word/9/lemma/@_POS,word/9/lemma/@_TreeTagger,word/9/lemma/@_disambiguated,word/9/lemma/analysis/0/@_morph,word/9/lemma/analysis/1/@_morph,word/10/@_form,word/10/@_id,word/10/lemma/@_id,word/10/lemma/@_entry,word/10/lemma/@_POS,word/10/lemma/@_TreeTagger,word/10/lemma/@_disambiguated,word/10/lemma/analysis/@_morph,word/11/@_form,word/11/@_id,word/11/lemma/@_id,word/11/lemma/@_entry,word/11/lemma/@_POS,word/11/lemma/@_TreeTagger,word/11/lemma/@_disambiguated,word/11/lemma/analysis/0/@_morph,word/11/lemma/analysis/1/@_morph,word/12/@_form,word/12/@_id,word/12/lemma/@_id,word/12/lemma/@_entry,word/12/lemma/@_POS,word/12/lemma/@_disambiguated,word/12/lemma/@_TreeTagger,word/12/lemma/analysis/@_morph,word/13/@_form,word/13/@_id,word/13/lemma/@_id,word/13/lemma/@_entry,word/13/lemma/@_POS,word/13/lemma/@_TreeTagger,word/13/lemma/@_disambiguated,word/13/lemma/analysis/@_morph,word/14/@_form,word/14/@_id,word/14/lemma/@_id,word/14/lemma/@_entry,word/14/lemma/@_POS,word/14/lemma/@_disambiguated,word/14/lemma/@_TreeTagger,word/14/lemma/analysis/@_morph,word/15/@_form,word/15/@_id,word/15/lemma/@_id,word/15/lemma/@_entry,word/15/lemma/@_POS,word/15/lemma/@_TreeTagger,word/15/lemma/@_disambiguated,word/15/lemma/analysis/@_morph,word/16/@_form,word/16/@_id,word/16/lemma/@_id,word/16/lemma/@_entry,word/16/lemma/@_POS,word/16/lemma/@_disambiguated,word/16/lemma/@_TreeTagger,word/16/lemma/analysis/@_morph,word/17/@_form,word/17/@_id,word/17/lemma/@_id,word/17/lemma/@_entry,word/17/lemma/@_POS,word/17/lemma/@_TreeTagger,word/17/lemma/@_disambiguated,word/17/lemma/analysis/@_morph,word/18/@_form,word/18/@_id,word/18/lemma/@_id,word/18/lemma/@_entry,word/18/lemma/@_POS,word/18/lemma/@_TreeTagger,word/18/lemma/@_disambiguated,word/18/lemma/analysis/@_morph,punct/0/@_mark,punct/1/@_mark,punct/2/@_mark,punct/3/@_mark,punct/4/@_mark,word/5/lemma/analysis/@_morph,word/9/lemma/analysis/@_morph,word/11/lemma/analysis/@_morph,punct/@_mark,word/8/lemma/analysis/0/@_morph,word/8/lemma/analysis/1/@_morph,word/8/lemma/analysis/2/@_morph,word/9/lemma/analysis/2/@_morph,word/9/lemma/analysis/3/@_morph,word/3/lemma/analysis/0/@_morph,word/3/lemma/analysis/1/@_morph,word/3/lemma/analysis/2/@_morph,word/0/lemma/analysis/0/@_morph,word/0/lemma/analysis/1/@_morph,word/1/lemma/analysis/0/@_morph,word/1/lemma/analysis/1/@_morph,word/2/lemma/analysis/0/@_morph,word/2/lemma/analysis/1/@_morph,word/4/lemma/analysis/0/@_morph,word/4/lemma/analysis/1/@_morph,word/4/lemma/analysis/2/@_morph,word/4/lemma/analysis/3/@_morph,word/4/lemma/analysis/4/@_morph,word/6/lemma/analysis/0/@_morph,word/6/lemma/analysis/1/@_morph,word/10/lemma/analysis/0/@_morph,word/10/lemma/analysis/1/@_morph,word/1/lemma/analysis/2/@_morph,word/1/lemma/analysis/3/@_morph,word/1/lemma/analysis/4/@_morph,word/1/lemma/analysis/5/@_morph,word/1/lemma/analysis/6/@_morph,word/3/lemma/analysis/3/@_morph,word/7/lemma/analysis/0/@_morph,word/7/lemma/analysis/1/@_morph,word/7/lemma/analysis/2/@_morph,word/0/lemma/analysis/2/@_morph,word/0/lemma/analysis/3/@_morph,word/0/lemma/analysis/4/@_morph,word/8/lemma/analysis/3/@_morph,word/17/lemma/analysis/0/@_morph,word/17/lemma/analysis/1/@_morph,word/13/lemma/analysis/0/@_morph,word/13/lemma/analysis/1/@_morph,word/19/@_form,word/19/@_id,word/19/lemma/@_id,word/19/lemma/@_entry,word/19/lemma/@_POS,word/19/lemma/@_TreeTagger,word/19/lemma/@_disambiguated,word/19/lemma/analysis/@_morph,word/20/@_form,word/20/@_id,word/20/lemma/@_id,word/20/lemma/@_entry,word/20/lemma/@_POS,word/20/lemma/@_TreeTagger,word/20/lemma/@_disambiguated,word/20/lemma/analysis/@_morph,word/21/@_form,word/21/@_id,word/21/lemma/@_id,word/21/lemma/@_entry,word/21/lemma/@_POS,word/21/lemma/@_TreeTagger,word/21/lemma/@_disambiguated,word/21/lemma/analysis/@_morph,word/22/@_form,word/22/@_id,word/22/lemma/@_id,word/22/lemma/@_entry,word/22/lemma/@_POS,word/22/lemma/@_TreeTagger,word/22/lemma/@_disambiguated,word/22/lemma/analysis/@_morph,word/11/lemma/analysis/2/@_morph,word/13/lemma/analysis/2/@_morph,word/5/lemma/analysis/2/@_morph,word/5/lemma/analysis/3/@_morph,word/5/lemma/analysis/4/@_morph,word/5/lemma/analysis/5/@_morph,word/14/lemma/analysis/0/@_morph,word/14/lemma/analysis/1/@_morph,word/16/lemma/analysis/0/@_morph,word/16/lemma/analysis/1/@_morph,word/20/lemma/analysis/0/@_morph,word/20/lemma/analysis/1/@_morph,word/8/lemma/analysis/4/@_morph
29,38,au)ti/ka,1,17595,αὐτίκα,adverb,false,n/a,indeclform (adverb),d',2,23596,δέ,particle,false,n/a,indeclform (particle),a)kro/taton,3,3630,ἄκρος,adjective,false,n/a,,para\,4,77763,παρά,preposition,true,1.0,indeclform (prep),i(sti/on,5,51245,ἱστίον,noun,false,n/a,neut nom/voc/acc sg,e)cetanu/sqh,6,32949,ἐκτανύω,verb,false,n/a,,,a)/mpelos,7,5496,ἄμπελος,noun,false,n/a,fem nom sg,e)/nqa,8,35541,ἔνθα,adverb,n/a,false,indeclform (adverb),kai\,9,51951,καί,conjunction,n/a,false,indeclform (conj),e)/nqa,10,35541,ἔνθα,adverb,false,n/a,,,katekrhmnw=nto,11,nlsj63952,κατακρημνάω,verb,false,n/a,imperf ind mp 3rd pl,de\,12,23596,δέ,particle,false,n/a,,,polloi\,13,85306,πολύς,adjective,n/a,false,masc nom/voc pl,bo/trues,14,20469,βότρυς,adjective,false,n/a,fem nom/voc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,aor ind pass 3rd sg,indeclform (adverb),indeclform (particle),,,,,,,,,,,,,,masc acc superl sg,neut nom/voc/acc superl sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,40,a)mf',1,5704,ἀμφί,preposition,false,n/a,indeclform (prep),i(sto\n,2,51269,ἱστός,noun,false,n/a,masc acc sg,de\,3,23596,δέ,particle,false,n/a,indeclform (particle),me/las,4,65934,μέλας,adjective,true,1.0,masc nom sg,ei(li/sseto,5,33728,ἑλίσσω,verb,true,0.5,,kisso/s,6,57586,κισσός,noun,false,n/a,,,a)/nqesi,7,8817,ἄνθος,adjective,false,n/a,neut dat pl,thleqa/wn,8,103798,τηλεθάω,verb,n/a,false,pres part act masc nom sg (epic),xari/eis,9,113379,χαρίεις,adjective,n/a,false,masc nom sg,d',10,23596,δέ,particle,false,n/a,,,e)pi\,11,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),karpo\s,12,53442,καρπός,noun,true,0.5,,,o)rw/rei,13,75267,ὄρνυμι,verb,n/a,false,plup ind act 3rd sg (attic epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",",",:,,,masc nom sg,indeclform (particle),masc nom sg,,,,,,,,,,,,,,,,imperf ind mp 3rd sg (ionic),imperf ind mp 3rd sg,imperf ind mp 3rd sg (ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,42,pa/ntes,1,79904,πᾶς,adjective,false,n/a,masc nom/voc pl,de\,2,23596,δέ,particle,false,n/a,indeclform (particle),skalmoi\,3,94524,σκαλμός,noun,false,n/a,masc nom/voc pl,stefa/nous,4,96662,στέφανος,noun,true,1.0,masc acc pl,e)/xon,5,45996,ἔχω,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,,,,,pres part act masc voc sg,pres part act neut nom/voc/acc sg,imperf ind act 3rd pl (homeric ionic),imperf ind act 1st sg (homeric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,42,oi(\,1,29856,ἕ,pronoun,true,0.5,masc/fem dat sg (epic ionic),de\,2,23596,δέ,particle,false,n/a,indeclform (particle),i)do/ntes,3,nlsj11198,εἶδον,verb,false,n/a,aor part act masc nom/voc pl,nh=',4,69863,ναῦς,noun,true,0.5,,h)/dh,5,46646,ἤδη,adverb,true,1.0,indeclform (adverb),to/t',6,104429,τότε,adverb,false,n/a,,,e)/peita,7,38547,ἔπειτα,adverb,false,n/a,indeclform (adverb),kubernh/thn,8,60495,κυβερνήτης,noun,1.0,true,,e)ke/leuon,9,56496,κελεύω,verb,n/a,false,,gh=|,10,22100,γῆ,noun,true,1.0,,,pela/an,11,80427,πελάω,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,indeclform (adverb),fem dat sg (attic epic ionic),,,imperf ind act 3rd pl,imperf ind act 1st sg,,,,fem acc sg (epic),fem nom/voc/acc dual (epic),,,,,,,,,,,,,,,pres inf act (epic),pres inf act (epic),,,,,,,masc acc sg (ionic),masc acc sg (attic epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,44,o(\,1,75512,ὅς,pronoun,true,1.0,neut nom/voc/acc sg,d',2,23596,δέ,particle,false,n/a,indeclform (particle),a)/ra,3,14639,ἄρα,particle,true,1.0,indeclform (particle),sfi,4,101628,σφεῖς,pronoun,false,n/a,masc/fem dat pl,le/wn,5,62816,λέων,noun,false,n/a,masc nom sg,ge/net',6,22209,γίγνομαι,verb,true,1.0,,,e)/ndoqi,7,35245,ἔνδοθι,adverb,false,n/a,indeclform (adverb),nho\s,8,69714,ναός,noun,0.5,true,masc nom sg (epic ionic),deino\s,9,23726,δεινός,adjective,n/a,false,masc nom sg,e)p',10,nlsj126,ἐπί,preposition,false,n/a,,,a)krota/ths,11,3630,ἄκρος,adjective,false,n/a,fem gen superl sg (attic epic ionic),me/ga,12,65552,μέγας,adverb,false,n/a,,,d',13,23596,δέ,particle,n/a,false,indeclform (particle),e)/braxen,14,20820,βράσσω,verb,true,0.5,,e)n,15,34700,ἐν,preposition,0.5,true,proclitic indeclform (prep),d',16,23596,δέ,particle,false,n/a,indeclform (particle),a)/ra,17,14639,ἄρα,particle,1.0,true,indeclform (particle),me/ssh|,18,66494,μέσος,adjective,false,n/a,fem dat sg (attic epic ionic),a)/rkton,19,15198,ἄρκτος,noun,false,n/a,fem acc sg,",",",",",",:,,aor ind mid 3rd sg (homeric ionic),indeclform (prep),neut nom/voc/acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plup ind act 3rd pl (epic doric aeolic),perf ind act 3rd sg,e)poi/hsen,20,84234,ποιέω,verb,false,n/a,aor ind act 3rd sg,lasiau/xena,21,62004,λασιαύχην,noun,false,n/a,masc/fem acc sg,sh/mata,22,93786,σῆμα,adjective,false,n/a,neut nom/voc/acc pl,fai/nwn,23,110114,φαίνω,verb,false,n/a,pres part act masc nom sg,,,,,,,,,,,,,
34,47,a)\n,1,6207,ἄν,particle,false,0.25,indeclform (particle),d',2,23596,δέ,particle,false,n/a,indeclform (particle),e)/sth,3,51241,ἵστημι,verb,false,n/a,aor ind act 3rd sg,memaui=a,4,66208,μέμαα,verb,false,n/a,perf part act fem nom/voc sg (epic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,47,le/wn,1,62816,λέων,noun,false,n/a,masc nom sg,d',2,23596,δέ,particle,false,n/a,indeclform (particle),e)pi\,3,nlsj126,ἐπί,preposition,false,n/a,indeclform (prep),se/lmatos,4,93675,σέλμα,noun,false,n/a,neut gen sg,a)/krou,5,3591,ἄκρον,noun,true,1.0,neut gen sg,deino\n,6,23726,δεινός,adjective,false,n/a,masc acc sg,neut nom/voc/acc sg,u(po/dra,7,108344,ὑπόδρα,adverb,true,1.0,indeclform (adverb),i)dw/n,8,nlsj11198,εἶδον,verb,n/a,false,aor part act masc nom sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,48,oi(\,1,29856,ἕ,pronoun,true,0.5,masc/fem dat sg (epic ionic),d',2,23596,δέ,particle,false,n/a,indeclform (particle),e)s,3,31235,εἰς,preposition,false,n/a,proclitic indeclform (prep),pru/mnhn,4,90833,πρύμνα,adjective,false,n/a,fem acc sg (attic epic ionic),e)fo/bhqen,5,111895,φοβέω,verb,false,n/a,aor ind pass 3rd pl (epic),a)mfi\,6,5704,ἀμφί,preposition,false,n/a,,,kubernh/thn,7,60488,κυβερνάω,verb,true,1.0,imperf ind act 3rd dual (homeric ionic),de\,8,23596,δέ,particle,n/a,false,indeclform (particle),sao/frona,9,102117,σώφρων,noun,n/a,false,,qumo\n,10,49415,θυμός,noun,false,n/a,,,e)/xonta,11,45996,ἔχω,verb,false,n/a,,e)/stan,12,51241,ἵστημι,verb,false,n/a,aor ind act 3rd pl (doric),aor ind act 1st sg (doric),a)/r',13,14639,ἄρα,particle,1.0,true,indeclform (particle),e)kplhge/ntes,14,32686,ἐκπλήσσω,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,indeclform (prep),masc acc sg,,,neut nom/voc/acc pl (epic),masc/fem acc sg (epic),,,,,,,,,,,,,,,,,,,,pres part act neut nom/voc/acc pl,pres part act masc acc sg,,,,,,,,,,,,,,,,aor part pass masc nom/voc pl,aor part pass masc nom/voc pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aor ind act 3rd pl (epic doric aeolic),aor part pass masc nom/voc pl,,,,,,,,,,,
37,50,o(\,1,75512,ὅς,pronoun,true,1.0,neut nom/voc/acc sg,d',2,23596,δέ,particle,false,n/a,indeclform (particle),e)capi/nhs,3,36850,ἐξαπίνης,adverb,false,n/a,indeclform (adverb),e)porou/sas,4,41837,ἐποράω,verb,true,0.5,,a)rxo\n,5,16045,ἀρχός,noun,false,n/a,masc acc sg,e(/l',6,2654,αἱρέω,verb,true,1.0,aor imperat act 2nd sg,aor imperat mid 2nd sg,oi(\,7,29856,ἕ,pronoun,true,0.5,masc/fem dat sg (epic ionic),de\,8,23596,δέ,particle,n/a,false,indeclform (particle),qu/raze,9,49466,θύραζε,adverb,1.0,true,indeclform (adverb),kako\n,10,52332,κακός,adjective,false,n/a,masc acc sg,neut nom/voc/acc sg,mo/ron,11,68775,μόρον,noun,true,0.5,neut nom/voc/acc sg,e)calu/ontes,12,36675,ἐξαλύω,verb,false,n/a,,,pa/ntes,13,79904,πᾶς,adjective,n/a,false,masc nom/voc pl,o(mw=s,14,73979,ὁμῶς,adverb,true,1.0,indeclform (adverb),ph/dhsan,15,82900,πηδάω,verb,n/a,false,,e)pei\,16,38466,ἐπεί,conjunction,false,n/a,indeclform (conj),i)/don,17,nlsj11198,εἶδον,verb,n/a,false,,ei)s,18,31235,εἰς,preposition,false,n/a,proclitic indeclform (prep),a(/la,19,4670,ἅλς,adjective,false,n/a,masc/fem acc sg,",",",",",",",",:,,,pres part act masc nom/voc pl,,,,,,,pres part act fem acc pl (ionic),pres part act fem gen sg (ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di=an,20,27293,δῖος,adjective,false,n/a,fem acc sg (epic),delfi=nes,21,24002,δελφίς,adjective,false,n/a,,d',22,23596,δέ,particle,false,n/a,indeclform (particle),e)ge/nonto,23,22209,γίγνομαι,verb,false,n/a,aor ind mid 3rd pl,,,aor inf act,aor ind act 1st sg (homeric ionic),aor ind act 3rd sg (homeric ionic),aor ind act 3rd sg (homeric ionic),imperf ind act 3rd pl (homeric ionic),aor ind act 3rd pl (attic ionic),aor ind act 3rd pl (homeric ionic),aor ind act 1st sg (homeric ionic),masc nom/voc pl,masc nom/voc pl,
38,53,kubernh/thn,1,60495,κυβερνήτης,noun,true,1.0,,d',2,23596,δέ,particle,false,n/a,indeclform (particle),e)leh/sas,3,33511,ἐλεάω,verb,true,0.5,aor part act masc nom/voc sg (attic epic ionic),e)/sxeqe,4,43056,σχέθω,verb,false,n/a,aor ind act 3rd sg,kai/,5,51951,καί,conjunction,false,n/a,indeclform (conj),min,6,67878,μιν,pronoun,false,n/a,,,e)/qhke,7,103922,τίθημι,verb,false,n/a,aor ind act 3rd sg,pano/lbion,8,77497,πανόλβιος,adjective,n/a,false,,ei)=pe/,9,31161,εἶπον,verb,1.0,true,,te,10,102752,τε,particle,false,n/a,,,mu=qon,11,69052,μῦθος,noun,false,n/a,masc acc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masc/fem/neut acc 3rd sg (epic ionic),enclitic indeclform (particle),,:,aor ind act 3rd sg (epic ionic),aor imperat act 2nd sg,aor ind act 3rd sg,,,,,,masc acc sg (ionic),masc acc sg (attic epic ionic),,,,,,,,,,,,,,,,,,,,masc/fem acc sg,neut nom/voc/acc sg,,,,,aor ind act 3rd sg (epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aor ind act 3rd sg (homeric ionic)
39,55,qa/rsei,1,47897,θαρσέω,verb,true,1.0,,di=e,2,27293,δῖος,adjective,false,n/a,,ka/twr,3,unknown,,,false,n/a,,tw=|,4,71882,ὁ,article,true,1.0,masc/neut dat sg,e)mw=|,5,34194,ἐμός,adjective,false,n/a,masc/neut dat sg,kexarisme/ne,6,nlsj43224,χαρίζομαι,verb,true,0.5,,,qumw=|,7,49415,θυμός,noun,false,n/a,masc dat sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",",",:,,,perf part mp masc voc sg,,,,,,,,,,,,pres imperat act 2nd sg (attic epic),imperf ind act 3rd sg (attic epic),masc voc sg,masc/fem voc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,56,ei)mi\,1,31130,εἰμί,verb,false,n/a,pres ind act 1st sg,d',2,23596,δέ,particle,false,n/a,indeclform (particle),e)gw\,3,30657,ἐγώ,pronoun,false,n/a,masc/fem nom/voc 1st sg,*dio/nusos,4,27219,Διόνυσος,proper,false,n/a,masc nom sg,e)ri/bromos,5,42407,ἐρίβρομος,adjective,false,n/a,masc/fem nom sg,o(\n,6,75512,ὅς,pronoun,false,n/a,masc acc sg,neut acc sg,te/ke,7,103942,τίκτω,verb,false,n/a,,mh/thr,8,67543,μήτηρ,noun,n/a,false,fem nom sg,*kadmhi\s,9,nlsj5923,Καδμηίς,proper,n/a,false,fem nom sg,*seme/lh,10,nlsj9892,Σεμέλη,proper,false,n/a,,,*dio\s,11,46195,Ζεύς,proper,false,n/a,masc gen sg,e)n,12,34700,ἐν,preposition,true,0.5,,,filo/thti,13,111537,φιλότης,noun,n/a,false,fem dat sg,migei=sa,14,nlsj39496,μίγνυμι,verb,false,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",.,,,,,fem nom/voc sg (attic epic ionic),proclitic indeclform (prep),,,,,,,,,,,,,,,,,,,,,aor imperat act 2nd sg,aor ind act 3rd sg (homeric ionic),,,,,,,,,,,,,,,,,,aor part pass fem nom/voc sg,aor part pass fem nom/voc sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,58,xai=re,1,112934,χαίρω,verb,false,n/a,,te/kos,2,102896,τέκος,noun,false,n/a,neut nom/voc/acc sg,*seme/lhs,3,nlsj9892,Σεμέλη,proper,false,n/a,fem gen sg (attic epic ionic),eu)w/pidos,4,45563,εὐῶπις,noun,false,n/a,gen sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",:,,,,,,,,,,,,,,,,pres imperat act 2nd sg,imperf ind act 3rd sg (homeric ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,58,ou)de/,1,75764,οὐδέ,particle,false,0.33,indeclform (particle),ph,2,82862,πη,particle,false,n/a,enclitic indeclform (particle),e)/sti,3,31130,εἰμί,verb,false,n/a,pres ind act 3rd sg,sei=o/,4,nlsj145,σέω,verb,false,0.5,pres opt mp 2nd sg (epic ionic),ge,5,21705,γε,particle,false,n/a,enclitic indeclform (particle),lhqo/menon,6,61885,λανθάνω,verb,false,n/a,pres part mp masc acc sg,pres part mp neut nom/voc/acc sg,glukerh\n,7,22348,γλυκερός,adjective,true,0.5,fem acc sg (epic ionic),kosmh=sai,8,59295,κοσμέω,verb,n/a,false,aor inf act,a)oidh/n,9,11106,ἀοιδός,noun,n/a,false,fem acc sg (attic epic ionic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

